id,Text1,Text2,Class
13201,A hooded man with a beard is walking up concrete steps carrying a red bag as a policeman stares out at the water threatening to invade the steps.,A woman runs down steps with empty hands.,Conflict
13202,A group of young girls walking down a street.,A group of girls are outside.,Duplicate
13203,A group of 14 men are standing up stairs with a pair of men on each stair with identical shirts on except for one.,A bunch of guys wearing different colored shirts,Conflict
13204,"A girl demonstrating how to use a staff , in front of a class of martial artists and spectators.",The girl is showing people how to use a staff.,Duplicate
13205,A man is examining a bicycle tire while a group of 4 people watch him.,The man is examining a tire.,Duplicate
13206,People are dressed in Victorian outfits in a crowded outdoor area.,The people 's outfits are various pastel colors.,Neutral
13207,Two male security officers are restraining another man by the shoulders and arms.,Two men are restraining another man.,Duplicate
13208,A man and woman are sitting down and facing each other.,A couple is on a date.,Neutral
13209,A woman in white and two black children wade through a flooded field.,The flood is man-made.,Neutral
13210,A man camping out in a tent to get a look at the sky.,A man looks for a bird in the sky.,Neutral
13211,One girl wearing pajamas stands near to a girl who is holding a flyer.,Two girls are fighting.,Conflict
13212,Young children observe a nature habitat through a glass window.,Kids see nature.,Duplicate
13213,A man wearing no shirt and many large feathers on his head is looking into a shoe store.,There is a shirtless man outside.,Duplicate
13214,A person in a light green jacket carries a multicolored umbrella in an outdoor public area.,a person carries an umbrella,Duplicate
13215,Two women holding shovels are standing on a small hillside.,Two women holding bats are running down a small hillside.,Conflict
13216,Three young girls playing on the beach.,Girls at the beach,Duplicate
13217,Two boys playing around the shores of a lake with one boy in a teal shirt throwing rocks into the lake.,"Two boys are bored hanging out by a lake , so one boy decides to skip rocks.",Neutral
13218,Man and little boy driving a large brown SUV.,A man and a girl in a Delorean.,Conflict
13219,Three guys sitting on rocks looking at the scenery.,Three guys are sitting down.,Duplicate
13220,A German Shepherd carries a small log in the water.,German shepards are strong swimmers,Neutral
13221,The baby is smiling whilst sitting in a highchair with a red white and blue toy.,The baby has gas and is smiling.,Neutral
13222,A man is pouring something into a container in front of a beverage dispensing machine.,A man is pouring a beer.,Neutral
13223,A darkly dressed jogger running towards an overpass on a sunny day.,A darkly dressed man is running outside on a sunny day.,Neutral
13224,A child is in a harness with onlookers.,The child is in a harness.,Duplicate
13225,"There is a dog laying on the floor and another standing over him , licking his ear.",Animals are fond of each other.,Neutral
13226,A civilian protest outside guarded by police.,A civilian protest outside guarded by police about gay rights.,Neutral
13227,An older woman from Asia is making a rug.,The woman is parachuting.,Conflict
13228,Three vikings walking on the pier.,Three vikings are eating hamburgers.,Conflict
13229,Young boy sits on a computer chair while playing a game on his computer screen while his hands are on the keyboard.,A boy is sitting at a desk in front of his computer.,Neutral
13230,Two women in dresses are laughing.,A dog plays with a pig in some mud.,Conflict
13231,A man pushing two children with one running next to him.,A man is taking his kids to the park.,Neutral
13232,A group of teens jumping joyfully.,The teens are happy.,Duplicate
13233,A boy grabs his leg as he jumps in the air.,A boy is jumping in the air.,Duplicate
13234,two young girls playing with each other.,Two friends play together.,Duplicate
13235,A group of people with paper cups sitting around a fire talking.,The people sitting around the fire are performing a blood ritual and are actually chanting to summon yog sothoth,Conflict
13236,Two girls in pink coats drink from soda bottles and lean on a tree.,A couple of females both wearing pink drink pop while slanted against a tree.,Duplicate
13237,Two ladies wearing hats and a man pushing a stroller were passing a spa treatment facility.,The people were walking outdoors.,Duplicate
13238,A man is taking pictures by the water.,A man is taking pictures by the ocean.,Neutral
13239,Several climbers in a row are climbing the rock while the man in red watches and holds the line.,Professional climbers climb a rock,Neutral
13240,An older couple looking down on a younger couple as they make love.,Two people are looking at two other people.,Duplicate
13241,A rock singer in a pink shirt and jeans with chains of beads is standing on the stage singing into the microphone.,A man plays jazz piano.,Conflict
13242,A man is walking down a street with bicycles behind him.,a bike racer wins a race,Conflict
13243,A group of people wearing orange vests watch a large fire near a helicopter.,People burn a building with torches.,Conflict
13244,A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.,A woman is relaxing on a bench.,Duplicate
13245,A brown dog is running over an obstacle course with its mouth wide open.,A cat takes a nap.,Conflict
13246,A grandmother prepares snacks for her granddaughter.,A grandmother gets some snacks ready for the afternoon field trip.,Neutral
13247,A group of four children dancing in a backyard.,A group of four children are having fun.,Neutral
13248,Two downhill skateboarders round a curve while others watch.,Two skateboarders navigate a curve.,Duplicate
13249,A man with his head close to a laptop pressing a button.,A man is reading a book.,Conflict
13250,Someone wearing a skimpy costume rollerskates around a ring.,A fully clothed person surfs at the beach,Conflict
13251,A dog 's mouth opens to expose its sharp teeth.,A dog 's mouth opens for a tooth brushing.,Neutral
13252,Three or four people are playing soccer ball outside.,No one is outside playing soccer.,Conflict
13253,"An Asian boy wearing a red shirt with a shaved head that is dyed blond with a red heart is leaning on a counter , talking on a cellular phone.",The Asian boy has very long hair.,Conflict
13254,"Two girls are playing soccer and one is wearing a white shirt with green shorts showing the number 4 , while the other girl is wearing a red and white shirt.",A soccer match is being held.,Duplicate
13255,Two asian women smiling and laughing.,Some women are laughing.,Neutral
13256,One dog wades in the water while another dog is on land.,Some dogs sleeping in their beds.,Conflict
13257,A skater woman in a white shirt is skating along a track while others watch.,a man is skating,Conflict
13258,A woman with a head covering and traditional clothing is reading into a microphone from a piece of paper.,A woman is moving her lips.,Duplicate
